id,active,https,cros,preferred,host,country_code,province,city,ver,operator,lon,lat,times,high_speed,sponsor,sponsor_url,current_version,distance,pingUrl,downloadUrl,uploadUrl,websocketUrl
429248,1,0,0,0,speedtest.139play.com:8080,CN,浙江,杭州,1,移动,120.100000,30.160000,0,0,云测节点-CN-2,http://www.speedtest.cn/,,1403,http://speedtest.139play.com:8080/hello,http://speedtest.139play.com:8080/download,http://speedtest.139play.com:8080/upload,ws://speedtest.139play.com:8080/ws
429180,1,1,0,0,speedtest.139play.com.prod.hosts.ooklaserver.net:8080,CN,浙江,杭州,1,移动,120.100000,30.160000,0,0,云测节点-CN-1,http://www.speedtest.cn/,,1403,https://speedtest.139play.com.prod.hosts.ooklaserver.net:8080/hello,https://speedtest.139play.com.prod.hosts.ooklaserver.net:8080/download,https://speedtest.139play.com.prod.hosts.ooklaserver.net:8080/upload,wss://speedtest.139play.com.prod.hosts.ooklaserver.net:8080/ws
433579,1,1,0,0,speedtest.jsqiuying.com:8080,CN,江苏,南京,1,移动,118.460000,32.030000,0,0,云测节点-CN,http://www.speedtest.cn/,,1586,https://speedtest.jsqiuying.com:8080/hello,https://speedtest.jsqiuying.com:8080/download,https://speedtest.jsqiuying.com:8080/upload,wss://speedtest.jsqiuying.com:8080/ws
433652,1,0,1,0,csfw.fj.chinamobile.com:8080,CN,福建,福州,1,移动,119.180000,26.050000,0,0,云测节点-CN,http://www.speedtest.cn/,,1187,http://csfw.fj.chinamobile.com:8080/hello,http://csfw.fj.chinamobile.com:8080/download,http://csfw.fj.chinamobile.com:8080/upload,ws://csfw.fj.chinamobile.com:8080/ws
407806,1,1,0,0,5g.shunicomtest.com.prod.hosts.ooklaserver.net:8080,CN,浙江,杭州,1,移动,120.100000,30.160000,5723,1,云测节点,http://www.speedtest.cn/cloud,,1526,https://5g.shunicomtest.com.prod.hosts.ooklaserver.net:8080/hello,https://5g.shunicomtest.com.prod.hosts.ooklaserver.net:8080/download,https://5g.shunicomtest.com.prod.hosts.ooklaserver.net:8080/upload,wss://5g.shunicomtest.com.prod.hosts.ooklaserver.net:8080/ws
433654,1,0,0,0,speedtest.jsqiuying.com.prod.hosts.ooklaserver.net:8080,CN,江苏,南京,1,移动,118.767413,32.041544,0,0,云测节点-CN,http://www.speedtest.cn/,,1583,http://speedtest.jsqiuying.com.prod.hosts.ooklaserver.net:8080/hello,http://speedtest.jsqiuying.com.prod.hosts.ooklaserver.net:8080/download,http://speedtest.jsqiuying.com.prod.hosts.ooklaserver.net:8080/upload,ws://speedtest.jsqiuying.com.prod.hosts.ooklaserver.net:8080/ws
433656,1,1,1,0,csfw.fj.chinamobile.com.prod.hosts.ooklaserver.net:8080,CN,福建,福州,1,移动,119.180000,26.050000,0,0,云测节点-CN,http://www.speedtest.cn/,,1187,https://csfw.fj.chinamobile.com.prod.hosts.ooklaserver.net:8080/hello,https://csfw.fj.chinamobile.com.prod.hosts.ooklaserver.net:8080/download,https://csfw.fj.chinamobile.com.prod.hosts.ooklaserver.net:8080/upload,wss://csfw.fj.chinamobile.com.prod.hosts.ooklaserver.net:8080/ws
433663,1,1,1,0,node-112-45-112-83.speedtest.cn:51090,CN,四川,成都,2,移动,104.000100,30.473000,0,0,四川移动,https://www.speedtest.cn/cloud,v3.4.2,2093,https://node-112-45-112-83.speedtest.cn:51090/hello,https://node-112-45-112-83.speedtest.cn:51090/download,https://node-112-45-112-83.speedtest.cn:51090/upload,wss://node-112-45-112-83.speedtest.cn:51090/ws
414017,1,1,0,0,speedtest1.sc.chinamobile.com:8080,CN,四川,成都,1,移动,104.040000,30.400000,0,0,云测节点-CN-3,http://www.speedtest.cn/,,2268,https://speedtest1.sc.chinamobile.com:8080/hello,https://speedtest1.sc.chinamobile.com:8080/download,https://speedtest1.sc.chinamobile.com:8080/upload,wss://speedtest1.sc.chinamobile.com:8080/ws
